Title,Author(s),Published Year,Editions,Avg. Rating,Num. of Ratings
What I Didn't Learn in Business School: How Strategy Works in the Real World,"['Jay B. Barney', 'Trish Gorman Clifford']",2010,5,3.80,637
The Moment of Clarity: Using the Human Sciences to Solve Your Toughest Business Problems,"['Christian Madsbjerg', 'Mikkel B. Rasmussen']",2014,7,3.76,339
A Filthy Business,['William Lashner'],2017,6,4.12,588
49 Quick Ways to Market Your Business for Free: An Instant Guide to Marketing Success,['Sarah-Jane White'],2011,2,3.42,386
49 Quick Ways to Market Your Business for Free: An Instant Guide to Marketing Success,['Sarah-Jane White'],2011,2,3.42,386
Driving Digital Strategy: A Guide to Reimagining Your Business,['Sunil  Gupta'],0,3,4.15,235
Unfinished Business (Strictly Professional #2),['Christina C. Jones'],2014,4,4.51,516
Humble Inquiry: The Gentle Art of Asking Instead of Telling,['Edgar H. Schein'],2013,16,3.79,"2,137"
Why Should White Guys Have All the Fun?: How Reginald Lewis Created a Billion-Dollar Business Empire,"['Reginald F. Lewis', 'Blair S. Walker']",1994,3,4.46,396
Chillpreneur: How to Run a Wildly Successful Business Without Losing Your Mind,['Denise Duffield-Thomas'],0,7,4.43,448
Ain't Nobody's Business if You Do: The Absurdity of Consensual Crimes in a Free Society,['Peter McWilliams'],1993,5,4.40,573
Harvard Business Review on Negotiation and Conflict Resolution,['Harvard Business Review'],2000,1,3.80,60
Creating Business Plans (HBR 20-Minute Manager Series),['Harvard Business School Press'],2014,9,3.79,130
The Business of Lovers,['Eric Jerome Dickey'],2020,5,3.80,378
Business as Usual (All Trades Book 2),['Shane    Walker'],0,1,4.51,509
Murder is a Tricky Business (DCI Isaac Cook #1),['Phillip Strang'],2016,2,3.40,420
Flash Foresight: How to See the Invisible and Do the Impossible: Seven Radical Principles That Will Transform Your Business,"['Daniel Burrus', 'John David Mann']",2010,6,4.05,354
Necessary But Not Sufficient: A Theory Of Constraints Business Novel,"['Eliyahu M. Goldratt', 'Carol A. Ptak']",2000,22,4.05,564
The 11 Laws of Likability: Relationship Networking . . . Because People Do Business with People They Like,['Michelle Tillis Lederman'],2011,7,3.47,330
"The Boss of You: Everything A Woman Needs to Know to Start, Run, and Maintain Her Own Business","['Emira Mears', 'Lauren Bacon']",2008,6,3.95,328
Underfoot in Show Business,['Helene Hanff'],1962,12,4.20,587
"Just Say Yes (Strictly Business, #2)",['Elizabeth Hayley'],2015,3,3.94,204
The Venom Business,"['John Lange', 'Michael Crichton']",1969,16,3.55,651
Unfinished Business (Deja #2),['Tajana Sutton'],2010,3,4.59,704
Business Ethics: Concepts and Cases,['Manuel G. Velasquez'],1982,35,3.96,395
"The Business of Belief: How the World's Best Marketers, Designers, Salespeople, Coaches, Fundraisers, Educators, Entrepreneurs and Other Leaders Get Us to Believe",['Tom Asacker'],2013,6,3.94,555
Business for Punks: Start Your Business Revolution – the BrewDog Way,['James   Watt'],2016,15,3.78,704
Drive: 9 Lessons to Win in Business and in Life,"['Kelley Earnhardt  Miller', 'Beth Clark', 'Dale Earnhardt Jr.']",0,8,4.42,60
Introduction To Business,['M. Saeed Nasir'],0,1,3.96,114
"Art Of Manipulation: How To Get What You Want Out Of People In Business, In Your Personal Life, And In Your Love Life",['R.B. Sparkman'],1979,1,3.93,106
"Death Distilled (Whisky Business Mystery, #2)",['Melinda Mullet'],0,5,4.00,577
The Six-Figure Second Income: How to Start and Grow a Successful Online Business Without Quitting Your Day Job,"['David Lindahl', 'Jonathan Rozek']",2010,10,3.29,303
"The Republic of Tea: The Story of the Creation of a Business, as Told Through the Personal Letters of Its Founders","['Mel Ziegler', 'Patricia Ziegler', 'Bill Rosenzweig']",1992,4,3.82,277
Seeing Around Corners: How to Spot Inflection Points in Business Before They Happen,['Rita McGrath'],0,5,3.98,192
The Great A&P and the Struggle for Small Business in America,['Marc Levinson'],2011,12,3.92,448
How To Make It in the New Music Business: Practical Tips on Building a Loyal Following and Making a Living as a Musician,"['Ari Herstand', 'Derek Sivers']",0,8,4.48,408
Beyond Entrepreneurship: Turning Your Business Into an Enduring Great Company,"['James C. Collins', 'William C. Lazier']",1992,5,4.04,179
Shark Tank Jump Start Your Business: How to Launch and Grow a Business from Concept to Cash,['Michael Parrish DuDell'],2013,7,3.63,532
Critical Business Skills for Success,"['Clinton O. Longenecker', 'Thomas J. Goldsby']",2015,2,4.27,415
"Frisky Business (Chick Flick Club, #3)",['Lila Monroe'],2019,1,4.15,391
"Getting (More of) What You Want: How the Secrets of Economics and Psychology Can Help You Negotiate Anything, in Business and in Life","['Margaret A. Neale', 'Thomas Z. Lys']",2015,7,3.82,121
The Fortune Cookie Principle: The 20 Keys to a Great Brand Story and Why Your Business Needs One,['Bernadette Jiwa'],2013,5,3.91,557
Baby Business,['Katherine Garbera'],2015,12,3.41,458
"Rich20something: Ditch Your Average Job, Start an Epic Business, and Score the Life You Want",['Daniel Dipiazza'],0,1,4.07,257
Sleepless in Hollywood: Tales from the New Abnormal in the Movie Business,['Lynda Obst'],2013,5,3.41,418
Quantitative Trading: How to Build Your Own Algorithmic Trading Business,['Ernest P. Chan'],2008,8,3.68,392
"Alchemy: The Dark Art and Curious Science of Creating Magic in Brands, Business, and Life",['Rory Sutherland'],2019,23,4.30,"1,993"
"Just Breathe: Mastering Breathwork for Success in Life, Love, Business, and Beyond",['Dan Brulé'],2017,18,4.04,325
All Up in My Business,['Lutishia Lovely'],2011,10,4.37,553
Once Upon a Dare (Risky Business #1),['Jennifer Bonds'],2015,3,3.72,440
The Sheik's Unfinished Business,['Elizabeth Lennox'],2015,3,4.06,591
Business By The Book: Complete Guide of Biblical Principles for the Workplace,['Larry Burkett'],1989,7,4.19,364
Mission in a Bottle: The Honest Guide to Doing Business Differently - And Succeeding,"['Seth Goldman', 'Barry J. Nalebuff']",2013,4,4.17,399
Artificial Intelligence: The Insights You Need from Harvard Business Review (HBR Insights Series),['Harvard Business Review'],0,3,4.18,89
"Buyer Personas: How to Gain Insight Into Your Customer's Expectations, Align Your Marketing Strategies, and Win More Business",['Adele Revella'],2015,4,3.87,253
Business Studies for Class 12 (2019-2020) Examination,['SUBHASH DEY'],0,1,3.78,90
Harvard Business Review on Marketing,['Harvard Business Review'],2002,3,3.87,69
Witchy Business (Witch Detectives #1),"['Eve Paludan', 'Stuart Sharp']",2013,5,3.61,662
Naked Conversations: How Blogs Are Changing the Way Businesses Talk with Customers,"['Robert Scoble', 'Shel  Israel']",2005,9,3.72,565
Think Like Zuck: The Five Business Secrets of Facebook's Improbably Brilliant CEO Mark Zuckerberg,['Ekaterina Walter'],2012,12,3.88,408
Business & Pleasure: A Dad's Best Friend Romance,['Tia Siren'],0,1,4.09,231
All Tied Up (Business of Love Book 2),['Ali Parker'],0,3,4.42,282
Research Methods for Business: A Skill Building Approach,['Uma Sekaran'],2001,30,3.87,277
"The Serving Leader: Five Powerful Actions That Will Transform Your Team, Your Business, and Your Community","['Ken  Jennings', 'John Stahl-Wert']",2003,14,4.04,535
"Lactivism: How Feminists and Fundamentalists, Hippies and Yuppies, and Physicians and Politicians Made Breastfeeding Big Business and Bad Policy",['Courtney Jung'],2015,4,4.14,300
"Seeing the Big Picture: Business Acumen to Build Your Credibility, Career, and Company",['Kevin Cope'],2012,3,3.91,392
Harvard Business Review Everyday Emotional Intelligence: Big Ideas and Practical Advice on How to Be Human at Work,['Harvard Business Review'],0,2,4.08,59
Getting Work Done (HBR 20-Minute Manager Series),['Harvard Business School Press'],2014,9,3.61,215
No More Mr. Nice Guy: A Family Business Novel,"['Carl Weber', 'Stephanie Covington']",2016,9,4.36,690
Amazing Spider-Man: Family Business,"['Mark Waid', 'James Robinson', ""Gabriele Dell'Otto""]",2014,13,3.61,821
Basic Business Communication,['Raymond V. Lesikar'],1979,22,4.12,198
Business Maharajas,['Gita Piramal'],1996,6,3.79,472
"Elon Musk: Elon Musk’s Best Lessons for Life, Business, Success and Entrepreneurship",['Andrew Knight'],0,3,3.93,458
"The Freedom Formula: How to Succeed in Business Without Sacrificing Your Family, Health, or Life",['David   Finkel'],0,3,4.00,18
Difficult Conversations (HBR 20-Minute Manager Series),['Harvard Business Review'],2016,7,3.81,124
Digital Minds: 12 Things Every Business Needs to Know about Digital Marketing,['Wsi'],2013,3,3.45,338
The Gen Z Effect: The Six Forces Shaping the Future of Business,"['Tom Koulopoulos', 'Dan Keldsen']",2014,8,3.82,125
Shut Up and Listen!: Hard Business Truths that Will Help You Succeed,['Tilman Fertitta'],0,11,3.95,525
Wildpreneurs: A Practical Guide to Pursuing Your Passion as a Business,['Tamara Jacobi'],2020,8,4.08,38
Go Negosyo: 21 Steps on How to Start Your Own Business,"['Dean Pax Lapid', 'Ping Sotto']",0,1,4.21,96
Object: Matrimony: The Risky Business of Mail-Order Matchmaking on the Western Frontier,['Chris Enss'],2012,4,3.30,121
SNAP Selling: Speed Up Sales and Win More Business with Today's Frazzled Customers,['Jill Konrath'],2010,7,3.93,420
Testing Business Ideas,"['David J. Bland', 'Alexander Osterwalder']",0,9,4.40,172
"China's Disruptors: How Alibaba, Xiaomi, Tencent, and Other Companies Are Changing the Rules of Business",['Edward Tse'],2015,10,3.51,448
597 Business Ideas You can Start from Home - doing what you LOVE!,['Gundi Gabrielle'],0,1,3.46,178
"Heart, Smarts, Guts, and Luck: What It Takes to Be an Entrepreneur and Build a Great Business","['Anthony K. Tjan', 'Richard J. Harrington', 'Tsun-Yan Hsieh']",2012,2,3.72,288
What You Think of Me Is None of My Business,['Terry Cole-Whittaker'],1979,5,4.07,233
The Artamonov Business,['Maxim Gorky'],1924,45,3.75,322
Effective Business Communication,['Herta A. Murphy'],0,1,4.15,168
Radical Alignment: How to Have Game-Changing Conversations That Will Transform Your Business and Your Life,"['Alexandra  Jamieson', 'Bob Gower']",0,2,4.62,13
Likeable Business: Why Today's Consumers Demand More and How Leaders Can Deliver,"['Dave Kerpen', 'Valerie Pritchard', 'Theresa   Braun']",2012,6,4.05,325
"It's Not Really About the Hair: The Honest Truth About Life, Love, and the Business of Beauty",['Tabatha Coffey'],2011,5,3.77,811
Top Home-Based Job & Business Ideas for 2020: Best Places to Find Jobs to Work from Home Grouped by Interests & Hobbies from Basic to Expert Level (Influencer Fast Track® Series Book 4),['Gundi Gabrielle'],0,2,4.27,107
People Tools for Business,['Alan C. Fox'],2014,6,3.82,95
How to Improve Your Leadership and Management Skills - Effective Strategies for Business Managers,['Meir Liraz'],2013,3,3.51,317
Children Learn Business: The Complete Series,"['Philip Fanara', 'Stephen Gonzaga']",0,2,4.25,12
The Power of Story : Rewrite Your Destiny in Business and in Life,['Jim Loehr'],2007,13,3.74,475
For Her Son's Sake (Baby Business #3),['Katherine Garbera'],2014,13,3.75,114
Emotional Intelligence: Mastery - A Practical Guide To Improving Your EQ,['Eric Jordan'],0,1,3.64,278
How to Say Anything to Anyone: A Guide to Building Business Relationships That Really Work,['Shari Harley'],2013,3,3.91,274
Monkey Business,['Landon Crutcher'],0,3,4.08,131
"Killing Is My Business (Ray Electromatic Mysteries, #2)",['Adam Christopher'],2017,6,3.72,258
One Billion Customers: Lessons from the Front Lines of Doing Business in China,['James McGregor'],2005,11,3.90,506
Simplify: How the Best Businesses in the World Succeed,"['Richard Koch', 'Perry Marshall']",0,8,4.03,358
Business Law In Zimbabwe,['R.H. Christie'],1998,2,3.50,58
Build a Better Life by Stealing Office Supplies: Dogbert's Big Book of Business (Dilbert #2),['Scott Adams'],1991,8,3.88,646
"The Content Code: Six essential strategies to ignite your content, your marketing, and your business",['Mark W. Schaefer'],2015,2,3.86,261
Seizing the White Space: Growth and Renewal Through Business Model Innovation,"['Mark W. Johnson', 'A.G. Lafley']",2010,5,3.98,288
The Art Of Business Value,"['Mark  Schwartz', 'Gene Kim']",0,6,3.94,337
Marketing in the Age of Google: Your Online Strategy Is Your Business Strategy,['Vanessa Fox'],2010,18,3.95,375
"Authorpreneur: Build the Brand, Business, and Lifestyle You Deserve. It's Time to Write Your Book",['Jesse Tevelow'],0,1,4.09,202
"The Business of Venture Capital: Insights from Leading Practitioners on the Art of Raising a Fund, Deal Structuring, Value Creation, and Exit Strategies",['Mahendra Ramsinghani'],2011,13,4.36,301
"I'm Not Anti-Business, I'm Anti-Idiot",['Scott Adams'],1998,7,4.00,672
"The Solution Revolution: How Business, Government, and Social Enterprises Are Teaming Up to Solve Society's Toughest Problems","['William D. Eggers', 'Paul Macmillan']",2013,9,3.71,202
"Business Is ART: and science, gut instinct, hard work, and a certain amount of luck",['Jon  Umstead'],2015,2,4.78,9
Forbes® Greatest Business Stories of All Time,"['Daniel Gross', 'Forbes']",1988,8,3.92,317
The Power of Consistency: Prosperity Mindset Training for Sales and Business Professionals,['Weldon Long'],2013,1,4.27,315
Big Business: A Love Letter to an American Anti-Hero,['Tyler Cowen'],2019,1,3.70,331
Authentic Leadership (HBR Emotional Intelligence Series),['Harvard Business Review'],0,5,3.74,166
Bedroom Business,['Jennifer Crusie'],2005,1,3.87,171
Focus (HBR Emotional Intelligence Series),"['Harvard Business Review', 'Daniel Goleman', 'Heidi Grant']",0,2,4.02,132
Mastering Leadership: An Integrated Framework for Breakthrough Performance and Extraordinary Business Results,"['Bob   Anderson', 'William A.  Adams']",2015,5,4.17,210
"Ecommerce Evolved: The Essential Playbook To Build, Grow & Scale A Successful Ecommerce Business",['Tanner Larsson'],2016,1,4.53,224
Win: The Key Principles to Take Your Business from Ordinary to Extraordinary,['Frank Luntz'],2011,1,3.92,359
Cambridge IGCSE Business Studies,"['Karen Borrington', 'Peter Stimpson']",2002,8,4.26,167
"Book Launch: How to Write, Market & Publish Your First Bestseller in Three Months or Less AND Use it to Start and Grow a Six Figure Business",['Chandler Bolt'],2015,2,3.98,434
Disrupt: Think the Unthinkable to Spark Transformation in Your Business,['Luke Williams'],2010,9,3.75,456
"It's Not What You Sell, It's What You Stand For: Why Every Extraordinary Business is Driven by Purpose","['Roy M. Spence Jr.', 'Haley Rushing']",2009,14,3.99,531
"Rumsfeld's Rules: Leadership Lessons in Business, Politics, War, and Life",['Donald Rumsfeld'],2013,8,3.99,636
"ADKAR: A Model for Change in Business, Government and our Community",['Jeffrey M. Hiatt'],2006,3,3.84,680
"Helping People Win at Work: A Business Philosophy called ''Don't Mark My Paper, Help Me Get an A''","['Kenneth H. Blanchard', 'Garry Ridge']",2009,7,3.79,353
The Honey Bee: A Business Parable About Getting Un-stuck and Taking Control of Your Financial Future,"['Jake Stenziano', 'Gino Barbaro']",0,2,4.61,83
The Big Book of Dashboards: Visualizing Your Data Using Real-World Business Scenarios,"['Steve Wexler', 'Jeffrey Shaffer', 'Andy Cotgreave']",0,8,4.22,213
The Hacker Ethic: A Radical Approach to the Philosophy of Business,"['Pekka Himanen', 'Linus Torvalds']",2001,16,3.72,396
Creative Strategy and the Business of Design,['Douglas Davis'],2016,5,4.12,145
Marketing Made Simple: A Step-by-Step StoryBrand Guide for Any Business,"['Donald Miller', 'J.J. Peterson']",2020,7,4.45,312
"Strictly Business (Washington Memorial Hospital, #1)",['Lisa Eugene'],2013,4,3.66,255
"Hank the Cowdog and Monkey Business (Hank the Cowdog, #14)","['John R. Erickson', 'Gerald L. Holmes']",1990,14,4.09,587
"The Dog Merchants: Inside the Big Business of Breeders, Pet Stores, and Rescuers",['Kim Kavin'],2016,9,4.07,281
In Defense of Troublemakers: The Power of Dissent in Life and Business,['Charlan Jeanne Nemeth'],0,6,3.65,157
"Shtick to Business: What the Masters of Comedy Can Teach You about Breaking Rules, Being Fearless, and Building a Serious Career",['Peter  McGraw'],0,3,4.43,28
The Business Model Navigator: 55 Models That Will Revolutionise Your Business,"['Oliver Gassmann', 'Karolin Frankenberger', 'Michaela Csik']",2014,7,4.08,256
Big Weed: An Entrepreneur's High-Stakes Adventures in the Budding Legal Marijuana Business,"['Christian Hageseth', ""Joseph D'Agnese""]",2015,5,3.88,273
Visual Finance: The One Page Visual Model to Understand Financial Statements and Make Better Business Decisions,['Georgi Tsvetanov'],0,5,3.77,253
The Business Idea Factory: A World-Class System for Creating Successful Business Ideas,['Andrii Sedniev'],2013,7,3.98,325
Strategy: Create and Implement the Best Strategy for Your Business,['Harvard Business School Press'],2005,2,3.41,83
Secrets & Sunsets: Risky Business / Mind Over Matter,['Nora Roberts'],1987,1,3.86,352
Business Plan Template And Example: How To Write A Business Plan: Business Planning Made Simple,['Alex Genadinik'],0,1,3.74,73
The Flying Beaver Brothers and the Fishy Business,['Maxwell Eaton III'],2012,4,4.03,699
Harvard Business Review Emotional Intelligence Collection (4 Books) (HBR Emotional Intelligence Series),['Harvard Business Review'],0,3,4.04,49
"All-New, All-Different Avengers, Volume 2: Family Business","['Mark Waid', 'Adam Kubert', 'Mahmud Asrar']",0,7,3.28,715
The Business Analyst's Handbook,['Howard Podeswa'],2008,6,3.91,187
Passive Income: 30 Strategies and Ideas To Start an Online Business and Acquiring Financial Freedom,['Richard Gadson'],0,5,3.00,288
"HBR's 10 Must Reads 2019: The Definitive Management Ideas of the Year from Harvard Business Review (with bonus article ""Now What?"" by Joan C. Williams and Suzanne Lebsock) (HBR's 10 Must Reads)",['Harvard Business Review'],0,2,3.62,69
Harvard Business Review on Becoming a High Performance Manager,['Harvard Business Review'],2002,3,3.85,71
Unfinished Business (Taken!/Tanner #2; Tanner #18.5; Taken! #19.5),['Remington Kane'],0,1,4.45,400
Systems Thinking: Managing Chaos and Complexity - A Platform for Designing Business Architecture,['Jamshid Gharajedaghi'],1999,12,3.89,243
Design Thinking for Strategic Innovation: What They Can't Teach You at Business or Design School,['Idris Mootee'],2013,8,3.63,275
Improving Business Processes,['Harvard Business School Press'],2002,2,3.59,126
"Free Ride: How Digital Parasites are Destroying the Culture Business, and How the Culture Business Can Fight Back",['Robert Levine'],2011,14,3.62,291
Business Organisation And Management,['C.B. Gupta'],0,3,3.68,82
Baby Business,['Brenda Novak'],2000,14,4.00,457
Convince Them in 90 Seconds or Less: Make Instant Connections That Pay Off in Business and in Life,['Nicholas Boothman'],2002,14,3.99,652
The Harvard Business Review Entrepreneur's Handbook: Everything You Need to Launch and Grow Your New Business,['Harvard Business Review'],2018,6,3.84,70
101 Things I Learned in Business School,"['Michael W. Preis', 'Alfredo Cabrera', 'Matthew Frederick']",1389,8,3.71,261
Unfinished Business: One Man's Extraordinary Year of Trying to Do the Right Things,['Lee Kravitz'],2010,11,3.38,389
Model Woman: Eileen Ford and the Business of Beauty,['Robert Lacey'],2015,5,3.68,185
100 Great Businesses and the Minds Behind Them: Use Their Secrets to Boost Your Business and Investment Success,['Emily Ross'],2005,14,3.71,218
"Mind Your Own Business, Kristy! (The Baby-Sitters Club, #107)",['Ann M. Martin'],0,5,3.55,375
"How To Stop Worrying and Start Living - What Other People Think Of Me Is None Of My Business: Learn Stress Management and How To Overcome Relationship ... Worry Habit, Stress Relief, Anxiety Relief)",['Simeon Lindstrom'],2014,2,3.51,242
HBR Guide to Thinking Strategically (HBR Guide Series),['Harvard Business Review'],0,5,3.93,92
Value Stream Mapping: How to Visualize Work Flow and Align People for Organizational Transformation: Using Lean Business Practices to Transform Office and Service Environments,"['Karen   Martin', 'Mike Osterling']",2013,5,4.01,441
Selling with EASE: The Four Step Sales Cycle Found in Every Successful Business Transaction,['Chris     Murray'],2016,2,4.24,21
"The Business of Death (Death Works Trilogy, #1-3)",['Trent Jamieson'],2011,10,3.89,487
Trump: The Way to the Top: The Best Business Advice I Ever Received,['Donald J. Trump'],2004,13,3.39,341
Never Tell Our Business to Strangers: A Memoir,['Jennifer Mascia'],2010,10,2.96,285
The Politics of Breastfeeding: When Breasts Are Bad for Business,['Gabrielle  Palmer'],1988,5,4.46,439
Ugley Business (Sophie Green Mysteries Book 2),['Kate Johnson'],2007,5,4.06,757
Winning Without Losing: 66 Strategies for Succeeding in Business While Living a Happy and Balanced Life,"['Martin Bjergegaard', 'Jordan Milne']",2012,8,3.92,204
"Stripped Down (Pleasure Before Business, #1)",['Kelli Ireland'],2014,13,3.76,124
"Purpose, Meaning, and Passion (HBR Emotional Intelligence Series)","['Harvard Business Review', 'Morten T. Hansen', 'Nick Craig']",0,5,3.86,120
"One Million in the Bank: How to Make $1,000,000 With Your Own Business, Even If You Have No Money Or Experience",['Michael L.F. Slavin'],2015,2,3.86,74
"An Unlikely Trust: Theodore Roosevelt, J.P. Morgan, and the Improbable Partnership That Remade American Business",['Gerard Helferich'],2018,3,3.80,45
"Uncontainable: How Passion, Commitment, and Conscious Capitalism Built a Business Where Everyone Thrives",['Kip Tindell'],2014,1,3.98,284
The Magic of Tiny Business: You Don't Have to Go Big to Make a Great Living,['Sharon Rowe'],2018,1,3.58,273
Vivid Vision: A Remarkable Tool For Aligning Your Business Around a Shared Vision of the Future,['Cameron Herold'],0,4,3.93,227
Ugley Business (Sophie Green Mysteries Book 2),['Kate Johnson'],2007,5,4.06,757
"Grow Your Handmade Business: How to Envision, Develop, and Sustain a Successful Creative Business",['Kari Chapin'],2012,3,3.77,337
Dirty Business (Acer Sansom #1),['Oliver Tidy'],2013,2,4.10,505
"The Wisdom of Crowds: Why the Many Are Smarter Than the Few and How Collective Wisdom Shapes Business, Economies, Societies and Nations",['James Surowiecki'],2004,42,3.81,"2,213"
"Robert F. Kennedy: Ripples of Hope: Kerry Kennedy in Conversation with Heads of State, Business Leaders, Influencers, and Activists about Her Father's Impact on Their Lives",['Kerry Kennedy'],2018,9,4.24,143
Richard Branson: The Life and Business Lessons of Richard Branson,['George Ilian'],2015,2,3.78,336
Business Law,['M.C. Kuchhal'],2010,3,3.80,65
Stats and Curiosities: From Harvard Business Review,"[""Andrew O'Connell""]",2013,10,3.50,223
International Business: Competing in the Global Marketplace,['Charles W.L. Hill'],1994,76,3.73,350
Show Business,['Shashi Tharoor'],1992,14,3.20,422
Borrowing Brilliance: The Six Steps to Business Innovation by Building on the Ideas of Others,['David Kord Murray'],2009,20,4.02,296
God and Money: How We Discovered True Riches at Harvard Business School,"['John Cortines', 'Gregory Baumer']",0,7,4.33,357
"There's No Such Thing as ""Business"" Ethics: There's Only One Rule for Making Decisions",['John C. Maxwell'],2003,23,3.93,794
The Age of Addiction: How Bad Habits Became Big Business,['David T. Courtwright'],0,7,3.67,209
"Mr. Monk Is Open For Business (Mr. Monk, #18)",['Hy Conrad'],2014,4,4.04,442
The Zigzag Principle: The Goal Setting Strategy That Will Revolutionize Your Business and Your Life,['Rich Christiansen'],2011,3,3.98,160
Running Meetings (HBR 20-Minute Manager Series),['Harvard Business School Press'],2014,8,3.52,160
"Dear Founder: Letters of Advice for Anyone Who Leads, Manages, or Wants to Start a Business","['Maynard Webb', 'Carlye Adler']",0,5,3.78,147
"Smart Pricing: How Google, Priceline, and Leading Businesses Use Pricing Innovation for Profitability","['Jagmohan Raju', 'Z. John Zhang']",2010,6,3.87,204
Finance Basics (HBR 20-Minute Manager Series),['Harvard Business School Press'],2014,3,3.67,203
The Grid: The Decision-making Tool for Every Business,['Matt Watkinson'],0,7,4.16,166
Cambridge International as and a Level Business Studies Teacher's Resource CD-ROM,"['Peter Stimpson', 'Alastair Farquharson']",2010,1,4.28,109
"QR Codes Kill Kittens: How to Alienate Customers, Dishearten Employees, and Drive Your Business Into the Ground","['Scott Stratten', 'Alison Kramer']",2013,6,3.65,311
Family Business: An Outer Banks Crime Mystery,['Colin Beckett'],0,2,4.35,17
An Integrated Approach To Business Studies,['Bruce R. Jewell'],1990,3,4.06,78
"Work Less, Make More: The counter-intuitive approach to building a profitable business, and a life you actually love","['James Schramko', 'Kelly Exeter']",0,1,4.28,257
Entrepreneur's Toolkit: Tools and Techniques to Launch and Grow Your New Business,"['Harvard Business School Press', 'Richard A. Luecke']",2004,5,3.87,75
Digital Darwinism: Survival of the Fittest in the Age of Business Disruption,['Tom Goodwin'],0,4,4.10,225
Business Law,"['Lee Mei Pheng', 'Ivan Jeron Detta']",2009,2,4.12,104
Networking Is Not Working: Stop Collecting Business Cards and Start Making Meaningful Connections,"['Derek Coburn', 'Chris Brogan']",2014,3,3.53,273
Power Listening: Mastering the Most Critical Business Skill of All,['Bernard T. Ferrari'],2012,4,3.77,270
Business Doctors: Management Consulting Gone Wild,['Sameer Kamat'],2014,2,3.62,264
Management of Business for Cape(r) Unit 1,"['Peter Stimpson', 'Kathleen Singh']",2007,1,4.10,134
"Diane: A Signature Life: My Adventures in Fashion, Business, and Life",['Diane Von Furstenberg'],1998,6,3.72,251
Four Seasons: The Story of a Business Philosophy,['Isadore Sharp'],2009,10,4.09,499
What Clients Love: A Field Guide to Growing Your Business,['Harry Beckwith'],2003,23,3.99,326
HBR's 10 Must Reads on Sales (with bonus interview of Andris Zoltners) (HBR's 10 Must Reads),['Harvard Business Review'],0,3,4.06,72
Startup Myths and Models: What You Won't Learn in Business School,['Rizwan Virk'],0,3,4.25,8
Diamonds and Scoundrels: My Life in the Jewelry Business,['Adrienne Rubin'],0,4,4.25,20
Business Brilliant: Surprising Lessons from the Greatest Self-Made Business Icons,['Lewis Schiff'],2013,3,4.13,367
"You Must Write a Book: Boost Your Brand, Get More Business, and Become the Go-To Expert","['Honoree Corder', 'Dino Marino', 'Hal Elrod']",0,4,4.17,226
Finance for Managers,['Harvard Business School Press'],2002,6,3.79,116
Business Dynamics,['John D. Sterman'],1999,7,4.36,250
Giving Effective Feedback (HBR 20-Minute Manager Series),['Harvard Business School Press'],2014,8,3.66,215
Your Next Five Moves: Master the Art of Business Strategy,['Patrick Bet-David'],0,6,4.53,113
"Seedy Business (HardCell, #0.5)",['Damon Suede'],2011,2,3.47,443
"The Big Dirt Nap (Dirty Business, #2)",['Rosemary  Harris'],2009,6,3.44,516
Homemade for Sale: How to Set Up and Market a Food Business from Your Home Kitchen,"['John D. Ivanko', 'Lisa Kivirist']",2015,2,3.92,52
"The Startup Checklist: 25 Steps to a Scalable, High-Growth Business",['David S.  Rose'],2016,9,4.11,218
Rise of the Youpreneur: The Definitive Guide to Becoming the Go-To Leader in Your Industry and Building a Future-Proof Business,['Chris C. Ducker'],0,3,4.16,181
"Thinking Body, Dancing Mind: Taosports for Extraordinary Performance in Athletics, Business, and Life","['Chungliang Al Huang', 'Jerry Lynch']",1992,6,4.07,268
Work It: Secrets for Success from the Boldest Women in Business,['Carrie Kerpen'],0,2,3.93,104
HBR's 10 Must Reads on Communication,"['Harvard Business Review', 'Robert B. Cialdini', 'Nick  Morgan']",2015,7,3.89,62
"The Wedding Agreement (Strictly Business, #3)",['Elizabeth Hayley'],2016,3,3.76,206
Weight Management with the Business of Slimness,['Frances  Cowie'],2014,2,5.00,4
Ego Free Leadership: Ending the Unconscious Habits that Hijack Your Business,"['Brandon   Black', 'Shayne Hughes']",0,2,4.29,210
"Bring Your Human to Work: 10 Surefire Ways to Design a Workplace That Is Good for People, Great for Business, and Just Might Change the World",['Erica Keswin'],0,3,3.74,123
People Buy You: The Real Secret to What Matters Most in Business,['Jeb Blount'],2010,8,3.98,307
Classic Drucker: Essential Wisdom of Peter Drucker from the Pages of Harvard Business Review,['Peter F. Drucker'],2006,10,4.13,251
Small Business for Dummies,"['Eric Tyson', 'Jim Schell']",1998,25,3.73,282
Harvard Business Review on Leadership,['John P. Kotter'],1998,7,3.93,225
Three Simple Steps: A Map to Success in Business and Life,['Trevor G. Blake'],2012,5,4.15,427
Your Brain and Business: The Neuroscience of Great Leaders,['Srinivasan S. Pillay'],2010,5,3.57,198
The Entrepreneur's Guide to Business Law,"['Constance E. Bagley', 'Craig E. Dauchy']",1997,12,4.18,297
What They Still Don't Teach You At Harvard Business School,['Mark H. McCormack'],1986,10,3.69,230
The McKinsey Way: Using the Techniques of the World's Top Strategic Consultants to Help You and Your Business,['Ethan M. Rasiel'],1999,10,3.62,"3,344"
Eric Sink on the Business of Software,['Eric Sink'],2006,5,4.13,380
